smiles	zinc_id	inchikey	mwt	logp	reactive	purchasable	tranche_name	features
CN(CC(=O)N[C@H]1C[C@H](CO)[C@@H](O)C1)S(C)(=O)=O	ZINC000107287386	JTPCVWXHOCSPAR-VGMNWLOBSA-N	280.346	-1.874	0	50	CAAA	
CN1CCN(S(N)(=O)=O)C[C@@]12CCNC(=O)CC2	ZINC000107702161	HNEKZLRSPGTLGU-SNVBAGLBSA-N	276.362	-1.524	0	50	CAAA	
O=P(O)(O)O[C@]1(CO)O[C@H](CO)[C@H](O)[C@@H]1O	ZINC000136255727	PMTUDJVZIGZBIX-VANKVMQKSA-N	260.135	-3.103	0	50	CAAA	
CO[C@H]1[C@H](O)[C@H](n2ccc(=O)[nH]c2=O)O[C@H]1CO	ZINC000136551989	YKNATSNMFLEFRB-URJBTRRKSA-N	258.230	-2.198	0	50	CAAA	
COC(=O)Cc1nc2c(=O)[nH]c(=O)n(C)c2[nH]c1=O	ZINC000138803263	MJZUHBDXVKLROZ-UHFFFAOYSA-N	266.213	-1.974	0	50	CAAA	
O=P(O)(O)OC[C@H]1O[C@](O)(CO)[C@H](O)[C@H]1O	ZINC000138814335	BGWGXPAPYGQALX-JGWLITMVSA-N	260.135	-3.103	0	50	CAAA	
CC(=O)OC[C@@H]1O[C@@H]2[C@@H](Oc3nc(=O)ccn32)[C@@H]1O	ZINC000149730744	FGXWBNXMRVWIIS-QRYDPKPESA-N	268.225	-1.174	0	50	CAAA	
O=c1[nH]c(=O)n([C@@H]2O[C@H](CO)[C@@H](F)[C@H]2O)cc1F	ZINC000167236623	GJXRADCYCFGMRR-UAKXSSHOSA-N	264.184	-1.736	0	50	CAAA	
C1CN2[C@@H]3[C@@H](NCCN13)N1CCN3CCN[C@@H]2[C@@H]31	ZINC000169440908	IWIFKBSGMFDVQU-FIQHERPVSA-N	250.350	-2.254	0	50	CAAA	
C1CN2[C@H]3[C@@H](NCCN13)N1CCN3CCN[C@@H]2[C@@H]31	ZINC000169440919	IWIFKBSGMFDVQU-BJDJZHNGSA-N	250.350	-2.254	0	50	CAAA	
Nc1nc2c(ccn2[C@@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]1	ZINC000169492704	PFCLMNDDPTZJHQ-RNJXMRFFSA-N	266.257	-1.053	0	50	CAAA	
OC[C@@H]1O[C@@H](N2CCc3ccccc32)[C@@H](O)[C@@H](O)[C@@H]1O	ZINC000169619879	LDRVOIOWMVOAJP-ZUWCUPBKSA-N	281.308	-1.151	0	50	CAAA	
OC[C@H]1O[C@@H](N2CCc3ccccc32)[C@@H](O)[C@@H](O)[C@@H]1O	ZINC000169619880	LDRVOIOWMVOAJP-PEBLQZBPSA-N	281.308	-1.151	0	50	CAAA	
Nc1cccc2c1nnn2[C@@H]1O[C@H](CO)[C@H](O)[C@@H](O)[C@@H]1O	ZINC000169679014	XZLZLNNMQHFMLC-BRANHHFCSA-N	296.283	-2.014	0	50	CAAA	
Nc1cccc2c1nnn2[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@@H]1O	ZINC000169679015	XZLZLNNMQHFMLC-GQCVWLSPSA-N	296.283	-2.014	0	50	CAAA	
O=S1(=O)CC[C@@H](B(O)OCCNCCO)C1	ZINC000169744994	HRRNBCXWZZLNBD-MRVPVSSYSA-N	251.113	-1.746	0	50	CAAA	
O=S1(=O)CC[C@H](B(O)OCCNCCO)C1	ZINC000169744995	HRRNBCXWZZLNBD-QMMMGPOBSA-N	251.113	-1.746	0	50	CAAA	
O=C(O)/C=C/c1cn([C@@H]2OC[C@H](CO)[C@@H]2O)c(=O)[nH]c1=O	ZINC000169802803	OKZXFIFRXLDNKI-KRZIGKIVSA-N	298.251	-1.867	0	50	CAAA	
Cc1cc(=O)[nH]c(N/N=C/n2ccc(=O)[nH]c2=O)n1	ZINC000170621878	OXHKQQKBXDTNCV-VZUCSPMQSA-N	262.229	-1.168	0	50	CAAA	
CNc1nc2c(c(=O)[nH]c(=O)n2C)n1C[C@@H](C)O	ZINC000170624173	JHLLQRVUCRREKB-RXMQYKEDSA-N	253.262	-1.154	0	50	CAAA	
CNc1nc2c(c(=O)[nH]c(=O)n2C)n1C[C@H](C)O	ZINC000170624174	JHLLQRVUCRREKB-YFKPBYRVSA-N	253.262	-1.154	0	50	CAAA	
CC(C)NC(=O)CN1CCN(C(=O)[C@H]2CNCCO2)CC1	ZINC000188037002	BWAMNZNPDFZFTQ-GFCCVEGCSA-N	298.387	-1.356	0	50	CAAA	
O=Cc1ccc(O[C@@H]2O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]2O)cc1	ZINC000195753332	OLZAGZCCJJBKNZ-IEECTRCBSA-N	284.264	-1.322	0	50	CAAA	biogenic
CC1(C)O[C@H]2[C@@H](O1)[C@@H](n1cnc(C(N)=O)c1N)O[C@H]2CO	ZINC000196090775	HUTXHGRHFXEXPQ-POYYFJLXSA-N	298.299	-1.026	0	50	CAAA	
NOCCOCCOCCOCCOCCON	ZINC000196292608	PWNMUXWMRYYPNL-UHFFFAOYSA-N	268.310	-1.167	0	50	CAAA	
CC(=O)OC[C@@H]1O[C@H](n2ccc(=O)[nH]c2=O)[C@@H](O)[C@H]1O	ZINC000205014459	KTMVKCZHYODLLY-LKEDHPFLSA-N	286.240	-2.281	0	50	CAAA	
CC(=O)OC[C@@H]1O[C@H](n2ccc(=O)[nH]c2=O)[C@H](O)[C@H]1O	ZINC000205014473	KTMVKCZHYODLLY-MCNGFCJOSA-N	286.240	-2.281	0	50	CAAA	
O=C(NCCN1CCC(O)CC1)C(=O)NC1CC1	ZINC000206609135	QOOJDHCKKBHWAC-UHFFFAOYSA-N	255.318	-1.162	0	50	CAAA	
CNC(=O)CN(C)C(=O)c1nnn2cc(C)[nH]c(=O)c12	ZINC000206634569	YESSHUCOSQPWJY-UHFFFAOYSA-N	278.272	-1.456	0	50	CAAA	
C[C@@]1(Cl)[C@H](O)[C@@H](CO)O[C@H]1n1ccc(=O)[nH]c1=O	ZINC000214496972	VOLNMMPJJDPQDE-VPCXQMTMSA-N	276.676	-1.215	0	50	CAAA	
CN1C[C@H](NC(=O)Cc2c[nH]c(=O)n(C)c2=O)C[C@H]1CO	ZINC000215038855	KWQIDQNEDXPBMS-ZJUUUORDSA-N	296.327	-2.203	0	50	CAAA	
Cn1cc(CCC(=O)N2CCN3CCNC(=O)[C@@H]3C2)cn1	ZINC000215376010	RJFNMINZRVHTGA-LBPRGKRZSA-N	291.355	-1.005	0	50	CAAA	
Cn1cc(CCC(=O)N2CCN3CCNC(=O)[C@H]3C2)cn1	ZINC000215376054	RJFNMINZRVHTGA-GFCCVEGCSA-N	291.355	-1.005	0	50	CAAA	
Cn1nnnc1SCCNC(=O)CN1CC(=O)NC1=O	ZINC000215376818	RJKMTYGEXKUHTQ-UHFFFAOYSA-N	299.316	-2.030	0	50	CAAA	
CN1CC[C@H]2CN(C(=O)c3c[nH]c(=O)[nH]c3=O)C[C@H]21	ZINC000215707084	KGROLWOGOSJILK-IONNQARKSA-N	264.285	-1.161	0	50	CAAA	
Nc1nnnn1CC(=O)N1CCN(C2CCCC2)C(=O)C1	ZINC000215916517	ZRFOCPINFHFIRD-UHFFFAOYSA-N	293.331	-1.131	0	50	CAAA	
Nc1nnc(CCNC(=O)c2c[nH]c(=O)[nH]c2=O)s1	ZINC000215917016	CPBBBSBSRYOTGW-UHFFFAOYSA-N	282.285	-1.531	0	50	CAAA	
Cc1[nH]c(=O)[nH]c(=O)c1CC(=O)NCCN1CCCC1=O	ZINC000215961675	YYRDLRJINRFFAE-UHFFFAOYSA-N	294.311	-1.347	0	50	CAAA	
Cn1cc(C(=O)NCCNS(C)(=O)=O)ccc1=O	ZINC000215965989	YMOAJJXCRLWJLV-UHFFFAOYSA-N	273.314	-1.336	0	50	CAAA	
O=C(C[C@H]1NC(=O)NC1=O)NCCCn1ccccc1=O	ZINC000216046248	PCAVERLDRYNGSE-SECBINFHSA-N	292.295	-1.047	0	50	CAAA	
O=C(C[C@@H]1NC(=O)NC1=O)NCCCn1ccccc1=O	ZINC000216046298	PCAVERLDRYNGSE-VIFPVBQESA-N	292.295	-1.047	0	50	CAAA	
OC[C@@H]1O[C@@H](N2CCc3ccccc32)[C@H](O)[C@@H](O)[C@@H]1O	ZINC000216192218	LDRVOIOWMVOAJP-MEBFFEOJSA-N	281.308	-1.151	0	50	CAAA	
CCCCNC(=O)[C@H](O)[C@H](O)[C@H](O)[C@@H](O)CO	ZINC000216202935	CRYAIAMXDBHCTJ-JQCXWYLXSA-N	251.279	-2.661	0	50	CAAA	
CCCCNC(=O)[C@H](O)[C@H](O)[C@@H](O)[C@H](O)CO	ZINC000216202980	CRYAIAMXDBHCTJ-BZNPZCIMSA-N	251.279	-2.661	0	50	CAAA	
OC[C@H](O)[C@H](O)[C@H](O)[C@H](O)[C@@H](O)c1nc2ccccc2[nH]1	ZINC000216210000	CYKWATZSCQBYBA-UHFZAUJKSA-N	298.295	-1.968	0	50	CAAA	
OC[C@H](O)[C@H](O)[C@H](O)[C@@H](O)[C@H](O)c1nc2ccccc2[nH]1	ZINC000216210051	CYKWATZSCQBYBA-NGDQXYMTSA-N	298.295	-1.968	0	50	CAAA	
OC[C@H](O)[C@H](O)[C@H](O)[C@@H](O)[C@@H](O)c1nc2ccccc2[nH]1	ZINC000216210085	CYKWATZSCQBYBA-KKJSVHSVSA-N	298.295	-1.968	0	50	CAAA	
Cc1ccc(NC(=O)[C@H](O)[C@H](O)[C@H](O)[C@@H](O)CO)cc1	ZINC000216218596	SUNPDEWXCKTZMA-IRCOFANPSA-N	285.296	-1.631	0	50	CAAA	
Cc1ccc(NC(=O)[C@H](O)[C@H](O)[C@@H](O)[C@H](O)CO)cc1	ZINC000216218641	SUNPDEWXCKTZMA-WRWGMCAJSA-N	285.296	-1.631	0	50	CAAA	
COCc1cc(=O)n2nc(N3CCNCC3)nc2[nH]1	ZINC000216697980	IFXKDTYGLIQECX-UHFFFAOYSA-N	264.289	-1.026	0	50	CAAA	
CCNC(=O)CN1CCN(CCc2nnn[nH]2)C[C@@H](O)C1	ZINC000217776320	VJSIZKWNNFPPEE-SNVBAGLBSA-N	297.363	-2.143	0	50	CAAA	
O=C(O)CNC(=O)CNC(=O)CCc1cc(O)no1	ZINC000217784810	VXCRQHWRQCYSRV-UHFFFAOYSA-N	271.229	-1.370	0	50	CAAA	biogenic
O=C(O)[C@H](O)CNC(=O)NC[C@@H]1CN2CCC[C@@H]2CO1	ZINC000217787572	WYDJNSVQUZLVEF-OPRDCNLKSA-N	287.316	-1.406	0	50	CAAA	
Cc1nnnn1CC(=O)N[C@@H]1CCOC[C@H]1OCC(=O)O	ZINC000218324856	AULKLPSTMDIZQL-RKDXNWHRSA-N	299.287	-1.644	0	50	CAAA	
O=C(O)CO[C@@H]1COCC[C@H]1NC(=O)CCn1cnnn1	ZINC000218457731	RJACFTZMYDYHKD-RKDXNWHRSA-N	299.287	-1.562	0	50	CAAA	
COCc1nc(CNC(=O)CN2CC(=O)NC2=O)no1	ZINC000218811740	BFSIYTRASWUTLG-UHFFFAOYSA-N	283.244	-1.616	0	50	CAAA	
O=C(O)CO[C@H]1CCOC[C@H]1NC(=O)c1c[nH]c(=O)[nH]1	ZINC000218838469	FAAVVMWJFJWTML-SFYZADRCSA-N	285.256	-1.309	0	50	CAAA	
CN1CCN(CCC(=O)N[C@@H]2CCOC[C@H]2O)CC1	ZINC000218966381	MKLLNPNJLHPTAD-VXGBXAGGSA-N	271.361	-1.110	0	50	CAAA	
CO[C@@H]1COCC[C@H]1NC(=O)c1cc(=O)n(C)c(=O)n1C	ZINC000219010664	WPSIXDNGEUDNEE-PSASIEDQSA-N	297.311	-1.382	0	50	CAAA	
NCCN(CCN)C(=O)CCC(=O)N(CCN)CCN	ZINC000219025926	LORAGKZRZGMLQJ-UHFFFAOYSA-N	288.396	-2.741	0	50	CAAA	
O=C(CCn1ccc(=O)[nH]c1=O)N[C@@H]1CCOC[C@H]1O	ZINC000219033775	RMNMUXWDJKVXTI-RKDXNWHRSA-N	283.284	-1.807	0	50	CAAA	
Nc1nnnn1CC(=O)N[C@@H]1CCOC[C@H]1OCCO	ZINC000219082604	ZWSHQKNEQFJASI-HTQZYQBOSA-N	286.292	-2.462	0	50	CAAA	
CO[C@@H]1COCC[C@H]1NC(=O)Cc1c(C)[nH]c(=O)[nH]c1=O	ZINC000219085485	WYELENIJSAWSCA-NXEZZACHSA-N	297.311	-1.166	0	50	CAAA	
COC[C@@H]1[C@H](NC(=O)CN2CC(=O)NC2=O)[C@@H]2CCO[C@H]12	ZINC000219213560	OGOXCNNMAQJHAP-MDSNHJATSA-N	297.311	-1.296	0	50	CAAA	
Cn1cc(S(=O)(=O)N[C@@H]2CCOC[C@H]2O)cn1	ZINC000219264344	FFUNFRPJRUJPAK-RKDXNWHRSA-N	261.303	-1.152	0	50	CAAA	
Cn1nccc1C(=O)N[C@@H]1COCC[C@@H]1OCC(N)=O	ZINC000219273536	ZLOWFPVMRCOQNX-SCZZXKLOSA-N	282.300	-1.191	0	50	CAAA	
NC(=O)C1(C(=O)N[C@@H]2COCC[C@@H]2OCCO)CC1	ZINC000219295359	ZNYYCARCHQUQLV-BDAKNGLRSA-N	272.301	-1.466	0	50	CAAA	
O=C(Cn1ccc(=O)[nH]c1=O)N1CCC[C@@H](O)CC1	ZINC000219312076	VQUVWYYVIZADGO-SECBINFHSA-N	267.285	-1.090	0	50	CAAA	
O=C(Cn1ccc(=O)[nH]c1=O)N1CCC[C@H](O)CC1	ZINC000219312096	VQUVWYYVIZADGO-VIFPVBQESA-N	267.285	-1.090	0	50	CAAA	
O=S(=O)(N[C@@H]1CCOC[C@H]1O)N1CCOCC1	ZINC000219325914	QWMJWZCBNNWCEK-RKDXNWHRSA-N	266.319	-1.697	0	50	CAAA	
O=C(CN1CCCC1=O)N[C@@H]1CCOC[C@H]1OCCO	ZINC000219590853	VCVPXBYNPBLFGH-GHMZBOCLSA-N	286.328	-1.109	0	50	CAAA	
NC(=O)COCC(=O)N1CCC2(CCNC[C@@H]2CO)CC1	ZINC000219615543	BPCFJGJQLYLBSG-LLVKDONJSA-N	299.371	-1.301	0	50	CAAA	
NC(=O)COCC(=O)N1CCC2(CCNC[C@H]2CO)CC1	ZINC000219615614	BPCFJGJQLYLBSG-NSHDSACASA-N	299.371	-1.301	0	50	CAAA	
O=C(c1ccco1)N1CCN(C(CO)CO)C[C@H](O)C1	ZINC000219642169	CLVBIIAMXYAWPR-NSHDSACASA-N	284.312	-1.249	0	50	CAAA	
O=C(c1ccco1)N1CCN(C(CO)CO)C[C@@H](O)C1	ZINC000219642250	CLVBIIAMXYAWPR-LLVKDONJSA-N	284.312	-1.249	0	50	CAAA	
O=C(CO)N1CCN(c2ncnc3nc[nH]c32)C[C@@H](O)C1	ZINC000219646276	UPLRPZNBJSVWOU-QMMMGPOBSA-N	292.299	-1.645	0	50	CAAA	
O=C(CO)N1CCN(c2ncnc3nc[nH]c32)C[C@H](O)C1	ZINC000219646354	UPLRPZNBJSVWOU-MRVPVSSYSA-N	292.299	-1.645	0	50	CAAA	
CN(C)C[C@@H]1CN(C(=O)CCn2cnnn2)C[C@@H]1CO	ZINC000219649432	ZLHIPMRACDXFLM-GHMZBOCLSA-N	282.348	-1.308	0	50	CAAA	
NC(=O)CO[C@H]1CCOC[C@H]1NC(=O)c1cnccn1	ZINC000219650385	ZOUXMALUMMFZDV-ZJUUUORDSA-N	280.284	-1.134	0	50	CAAA	
Nc1nnnn1CC(=O)N[C@@H]1COCC[C@@H]1OCC1CC1	ZINC000219699350	IGZXLSRTMISWGA-ZJUUUORDSA-N	296.331	-1.044	0	50	CAAA	
O=C(N[C@@H]1COCC[C@@H]1OCCO)C1=NNC(=O)CC1	ZINC000219871529	KFVJGXNBSOXGIS-ZJUUUORDSA-N	285.300	-1.465	0	50	CAAA	
O=C(CN1CCCC1=O)N[C@@H]1COCC[C@@H]1OCCO	ZINC000219889972	WSXYGBIMCORKIK-MNOVXSKESA-N	286.328	-1.109	0	50	CAAA	
CC1(C)C(=O)NC(=O)N1CC(=O)N[C@@H]1CCOC[C@H]1O	ZINC000220008710	MZIQUNJUHXYJPX-HTQZYQBOSA-N	285.300	-1.417	0	50	CAAA	
CC(C)[C@@H](CC(=O)O)NC(=O)Cn1nnnc1N	ZINC000220165297	DKNAQQTXBFZLDG-ZCFIWIBFSA-N	256.266	-1.129	0	50	CAAA	
CC(C)[C@H](CC(=O)O)NC(=O)Cn1nnnc1N	ZINC000220165372	DKNAQQTXBFZLDG-LURJTMIESA-N	256.266	-1.129	0	50	CAAA	
Cn1cc(C(=O)N[C@@H]2CCOC[C@H]2OCC(N)=O)cn1	ZINC000220272436	OPMIINNFQVLRTO-NXEZZACHSA-N	282.300	-1.191	0	50	CAAA	
CS(=O)(=O)CC(=O)N[C@@H]1COCC[C@@H]1OCC(=O)O	ZINC000220290615	YLELWNXKGYMXOF-SFYZADRCSA-N	295.313	-1.594	0	50	CAAA	
O=C(Cc1c[nH]c(=O)[nH]c1=O)N[C@H]1C[C@@H]2OCC[C@H]12	ZINC000220374241	CSBSUZIJSIZNHK-VGMNWLOBSA-N	265.269	-1.101	0	50	CAAA	
CCS(=O)(=O)N[C@@H]1COCC[C@@H]1OCC(N)=O	ZINC000220540173	WFCCUTUARBWRKL-SFYZADRCSA-N	266.319	-1.415	0	50	CAAA	
O=C(CCCn1cnnn1)N[C@@H]1COCC[C@@H]1OCCO	ZINC000220644258	WWDPXOUCUOZMNQ-MNOVXSKESA-N	299.331	-1.264	0	50	CAAA	
COCCn1cnnc1[C@H](C)NC(=O)Cn1nnnc1N	ZINC000221249574	HFJLEZZAROZIMI-ZETCQYMHSA-N	295.307	-1.629	0	50	CAAA	
COCCn1cnnc1[C@@H](C)NC(=O)Cn1nnnc1N	ZINC000221249627	HFJLEZZAROZIMI-SSDOTTSWSA-N	295.307	-1.629	0	50	CAAA	
Cc1cn2nnc(C(=O)N3CC[C@@H](N)C3)c2c(=O)[nH]1	ZINC000221636332	GWOWNNMGASZEIM-SSDOTTSWSA-N	262.273	-1.101	0	50	CAAA	
Cc1cn2nnc(C(=O)N3CC[C@H](N)C3)c2c(=O)[nH]1	ZINC000221636389	GWOWNNMGASZEIM-ZETCQYMHSA-N	262.273	-1.101	0	50	CAAA	
CN(C)[C@H]1[C@@H]2OCC[C@@H]2[C@@H]1NC(=O)c1c[nH]c(=O)[nH]c1=O	ZINC000222327264	LFJONSLXLRZXHI-XCWAXFADSA-N	294.311	-1.490	0	50	CAAA	
Nc1nnc(CCNC(=O)CN2C(=O)CNC2=O)s1	ZINC000222396804	RFLPXKSIXIAQAO-UHFFFAOYSA-N	284.301	-1.669	0	50	CAAA	
N[C@@H](CO)C(=O)NCc1cccc(-c2nnn[nH]2)c1	ZINC000222406432	WVIVBVJTPJXKOR-VIFPVBQESA-N	262.273	-1.198	0	50	CAAA	
NC(=O)CO[C@H]1CCOC[C@H]1NS(=O)(=O)C1CC1	ZINC000222449671	WPBSVOXVOFKLHD-BDAKNGLRSA-N	278.330	-1.272	0	50	CAAA	
Cn1c(=O)[nH]cc(CC(=O)N[C@@H]2CCOC[C@H]2O)c1=O	ZINC000222505995	ZIVCDOGKADAMRB-RKDXNWHRSA-N	283.284	-2.118	0	50	CAAA	
CS(=O)(=O)CCC(=O)N[C@@H]1CCOC[C@H]1O	ZINC000222675163	UVGCKIXCPBVTQW-HTQZYQBOSA-N	251.304	-1.313	0	50	CAAA	
CCN(C(=O)Cc1c[nH]c(=O)[nH]c1=O)[C@H]1COC[C@@H]1O	ZINC000222700934	ZDRBHMWRWMPKCA-IUCAKERBSA-N	283.284	-1.786	0	50	CAAA	
NC(=O)CO[C@H]1CCOC[C@H]1NC(=O)N1CCOCC1	ZINC000222703477	CORYYOWMFFOILE-ZJUUUORDSA-N	287.316	-1.312	0	50	CAAA	
CO[C@@H]1COCC[C@H]1NC(=O)Cc1c[nH]c(=O)n(C)c1=O	ZINC000222766584	RVXHTZATBHPNDP-NXEZZACHSA-N	297.311	-1.464	0	50	CAAA	
O=C(CCc1ccc(=O)[nH]n1)N[C@@H]1CCOC[C@H]1O	ZINC000222772287	NAQFERDSKPETDB-NXEZZACHSA-N	267.285	-1.032	0	50	CAAA	
NC(=O)CO[C@@H]1COCC[C@H]1NC(=O)N1CCOCC1	ZINC000222937829	HKQKFYNHTWPYNZ-NXEZZACHSA-N	287.316	-1.312	0	50	CAAA	
CCc1nnc(CNC(=O)Cc2c[nH]c(=O)n(C)c2=O)o1	ZINC000223047165	GXJOXRBILOXTFY-UHFFFAOYSA-N	293.283	-1.122	0	50	CAAA	
COC[C@@H](NC(=O)CN1C(=O)CNC1=O)c1ccnn1C	ZINC000223055199	IPZFCSYRIGKICR-MRVPVSSYSA-N	295.299	-1.224	0	50	CAAA	
COC[C@H](NC(=O)CN1C(=O)CNC1=O)c1ccnn1C	ZINC000223055259	IPZFCSYRIGKICR-QMMMGPOBSA-N	295.299	-1.224	0	50	CAAA	
NC(=O)COCC(=O)N[C@@H]1CCOC[C@H]1OCCO	ZINC000223087060	UFPKDDOAKLCIKA-RKDXNWHRSA-N	276.289	-2.229	0	50	CAAA	
Cn1nnnc1SCCNC(=O)CN1CCOC1=O	ZINC000223187309	OQFKDFZTENMHFB-UHFFFAOYSA-N	286.317	-1.129	0	50	CAAA	
Cc1nc(CN2CCN(C(=O)CNC(N)=O)CC2)no1	ZINC000223381013	CVHVMYUMRJQRMO-UHFFFAOYSA-N	282.304	-1.309	0	50	CAAA	
CC(=O)N[C@H]1[C@@H]2OCC[C@@H]2[C@@H]1NC(=O)c1cnn[nH]1	ZINC000223463704	RSZVEJJVKYNRIK-XCWAXFADSA-N	265.273	-1.174	0	50	CAAA	
O=C(O)CO[C@H]1CCOC[C@H]1NC(=O)CCn1cnnn1	ZINC000223537369	NLDXKXBYQCSVPD-BDAKNGLRSA-N	299.287	-1.562	0	50	CAAA	
O=C(CCCn1cnnn1)N[C@@H]1CCOC[C@H]1O	ZINC000223560993	LXFWDBXMFSKEMW-RKDXNWHRSA-N	255.278	-1.281	0	50	CAAA	
NC(=O)CO[C@H]1CCOC[C@H]1NC(=O)c1cccc(=O)[nH]1	ZINC000223582340	CCRISZQFMNZWBA-ZJUUUORDSA-N	295.295	-1.236	0	50	CAAA	
CNCCN(C)C(=O)Cc1c[nH]c(=O)n(C)c1=O	ZINC000223592544	USNDWIPLQQJHCR-UHFFFAOYSA-N	254.290	-1.706	0	50	CAAA	
CN(C)C(=O)CO[C@@H]1COCC[C@H]1NS(C)(=O)=O	ZINC000223645311	GDPBWLOALRNQMR-RKDXNWHRSA-N	280.346	-1.202	0	50	CAAA	
O=C(O)CO[C@@H]1COCC[C@H]1NC(=O)c1ncn[nH]1	ZINC000223664599	QAQMVWYZSWVDTF-RNFRBKRXSA-N	270.245	-1.207	0	50	CAAA	
CS(=O)(=O)CC(=O)N[C@@H]1CCOC[C@H]1OCC(=O)O	ZINC000223709356	OFKOHUBZBXYKJU-HTQZYQBOSA-N	295.313	-1.594	0	50	CAAA	
CN(CC(=O)N[C@@H]1COCC[C@@H]1OCC(=O)O)C(N)=O	ZINC000223730769	BLPNOYYUYGIJSV-SFYZADRCSA-N	289.288	-1.628	0	50	CAAA	
O=C(O)CO[C@H]1CCOC[C@H]1NC(=O)Cn1nccn1	ZINC000223771794	WWPYLMBHKZSPSJ-BDAKNGLRSA-N	284.272	-1.347	0	50	CAAA	
CN1CC[C@H]2CC[C@@H](C1)N2C(=O)Cn1nnnc1N	ZINC000223776848	OZZITSZPWAAOSB-BDAKNGLRSA-N	265.321	-1.050	0	50	CAAA	
COC[C@@H]1[C@H](NC(=O)CNC(N)=O)[C@@H]2CCO[C@H]12	ZINC000223840833	NJMGEVRCTMWPGH-WDQPUEAGSA-N	257.290	-1.179	0	50	CAAA	
CC1(C)NC(=O)N(CC(=O)N[C@@H]2CCOC[C@H]2O)C1=O	ZINC000223878739	HHKBGTNAKKAMAD-HTQZYQBOSA-N	285.300	-1.417	0	50	CAAA	
CN(C)C(=O)CO[C@H]1CCOC[C@H]1NS(C)(=O)=O	ZINC000223891434	REVHFTMGJMQPKB-BDAKNGLRSA-N	280.346	-1.202	0	50	CAAA	
CN(C)[C@H]1[C@@H]2OCC[C@@H]2[C@@H]1NC(=O)CNS(C)(=O)=O	ZINC000223920198	NYOJMVOTEPEFKL-APHKKCJPSA-N	291.373	-1.631	0	50	CAAA	
COC[C@@H]1[C@H](NC(=O)Cn2nnnc2N)[C@@H]2CCO[C@H]12	ZINC000223933268	DCXIMAVFESVECW-WDQPUEAGSA-N	282.304	-1.579	0	50	CAAA	
NC(=O)CO[C@H]1CCOC[C@H]1NC(=O)Cn1nnnc1N	ZINC000223957989	WTJKOFQAZONJDO-RQJHMYQMSA-N	299.291	-2.969	0	50	CAAA	
CN1CCN(C)[C@@H](CNS(=O)(=O)c2cn[nH]c2)C1	ZINC000225368248	JABYOVBDWAKECI-VIFPVBQESA-N	273.362	-1.066	0	50	CAAA	
O=C(O)c1[nH]c(=O)[nH]c(=O)c1CN1CCC(O)CC1	ZINC000225486499	VQJDYIORJLLNBK-UHFFFAOYSA-N	269.257	-1.282	0	50	CAAA	
CN1CCN(NC(=O)[C@@H]2[C@H]3C=C[C@@H](O3)[C@@H]2C(=O)O)CC1	ZINC000225604526	IJANTBBLMDERGZ-DBIOUOCHSA-N	281.312	-1.081	0	50	CAAA	
CN1CCN(NC(=O)[C@H]2[C@H]3C=C[C@@H](O3)[C@@H]2C(=O)O)CC1	ZINC000225604558	IJANTBBLMDERGZ-ZNSHCXBVSA-N	281.312	-1.081	0	50	CAAA	
N=C1NC(=O)[C@]2(C(N)=O)[C@H](c3ccccc3)[C@]12C(N)=O	ZINC000230288198	TZAXGFLIXIPRJC-KEMBBXRSSA-N	272.264	-1.166	0	50	CAAA	
CC(C)NC(=O)CN1CCN(C(=O)[C@@H]2CNCCO2)CC1	ZINC000236638601	BWAMNZNPDFZFTQ-LBPRGKRZSA-N	298.387	-1.356	0	50	CAAA	
O=P(O)(O)O[C@]1(CO)OC[C@@H](O)[C@@H](O)[C@H]1O	ZINC000238730539	FKTOSTOKRBVXKU-KAZBKCHUSA-N	260.135	-3.103	0	50	CAAA	
O=P(O)(O)O[C@]1(CO)OC[C@@H](O)[C@H](O)[C@H]1O	ZINC000238730540	FKTOSTOKRBVXKU-MOJAZDJTSA-N	260.135	-3.103	0	50	CAAA	
C[C@@H]1O[C@@H](Oc2ccc(CC(N)=O)cc2)[C@H](O)[C@H](O)[C@H]1O	ZINC000238752561	FBANEUHXMFEIRO-WBFOWJMUSA-N	297.307	-1.079	0	50	CAAA	biogenic
O=C(NCc1nnc2c(O)nccn12)c1cnn[nH]1	ZINC000238821162	CRKHOHRTWIZODG-UHFFFAOYSA-N	260.217	-1.122	0	50	CAAA	
O=C(Nn1cnnc1)[C@@H]1[C@H]2C[C@@H]3[C@H]1C(=O)O[C@@H]3[C@H]2O	ZINC000238881480	ABUSAQBDCUWKBG-JTMCIWCCSA-N	264.241	-1.483	0	50	CAAA	
O=C(Nn1cnnc1)[C@@H]1[C@H]2C[C@@H]3[C@H]1C(=O)O[C@@H]3[C@@H]2O	ZINC000238881481	ABUSAQBDCUWKBG-MVEQLIQHSA-N	264.241	-1.483	0	50	CAAA	
O=C(Nn1cnnc1)[C@@H]1[C@H]2C[C@H]3[C@H](OC(=O)[C@@H]31)[C@H]2O	ZINC000238881482	ABUSAQBDCUWKBG-NUJDXYNKSA-N	264.241	-1.483	0	50	CAAA	
